time/iterations,time/fps,train/policy_loss,train/entropy_loss,time/time_elapsed,time/total_timesteps,train/reward,train/explained_variance,train/std,train/n_updates,train/learning_rate,train/value_loss
5700,134,175.733642578125,-41.79716110229492,212,28500,-27.118063,0.0,1.0240778923034668,5699,0.0007,42.52893829345703
5800,134,-129.93280029296875,-41.87907791137695,215,29000,27.509092,-0.02617776393890381,1.027137041091919,5799,0.0007,351.75103759765625
5900,134,-117.25651550292969,-41.87784957885742,219,29500,0.20493627,0.18094778060913086,1.027173638343811,5899,0.0007,10.260628700256348
6000,134,17.133533477783203,-41.95954895019531,223,30000,2.0340147,0.1443304419517517,1.0299253463745117,5999,0.0007,0.9045340418815613
6100,134,86.92802429199219,-42.00221252441406,227,30500,1.32561,0.031029224395751953,1.0313841104507446,6099,0.0007,11.387179374694824
6200,134,140.2764434814453,-42.02736282348633,230,31000,-10.096729,-0.10773348808288574,1.0324444770812988,6199,0.0007,27.23590087890625
6300,134,-244.43527221679688,-41.990631103515625,234,31500,3.056316,0.0,1.0311723947525024,6299,0.0007,56.408447265625
6400,134,-370.12445068359375,-41.99532699584961,238,32000,8.943076,0.0,1.0313694477081299,6399,0.0007,150.84912109375
6500,134,196.0352783203125,-41.9896240234375,241,32500,12.990225,1.1920928955078125e-07,1.031170129776001,6499,0.0007,63.85162353515625
6600,134,-23.22374725341797,-42.043678283691406,245,33000,11.117401,0.0,1.033318042755127,6599,0.0007,34.841190338134766
6700,134,54.871376037597656,-42.09893035888672,249,33500,0.016780803,5.960464477539063e-08,1.0349359512329102,6699,0.0007,3.2974305152893066
6800,134,59.703514099121094,-42.1605224609375,252,34000,-0.5152711,0.0,1.0372473001480103,6799,0.0007,4.141101837158203
6900,134,-389.90020751953125,-42.204010009765625,256,34500,-1.1408954,-1.1920928955078125e-07,1.0391734838485718,6899,0.0007,101.41837310791016
7000,134,-339.541748046875,-42.172306060791016,260,35000,-2.0310285,0.0,1.0382059812545776,6999,0.0007,98.18670654296875
7100,134,-381.02197265625,-42.14891815185547,263,35500,-6.774053,0.0,1.0369932651519775,7099,0.0007,83.77880859375
7200,134,391.7442932128906,-42.13703918457031,267,36000,6.448653,0.0,1.0367974042892456,7199,0.0007,79.835205078125
7300,134,-771.0098266601562,-42.13837814331055,271,36500,14.546251,1.7881393432617188e-07,1.0365676879882812,7299,0.0007,473.17120361328125
7400,134,15.164850234985352,-42.15777587890625,275,37000,0.86076933,-0.025859713554382324,1.0374336242675781,7399,0.0007,0.7168334722518921
7500,134,18.0244197845459,-42.229122161865234,278,37500,-0.5068867,-4.895380020141602,1.0401887893676758,7499,0.0007,0.4132866859436035
7600,134,170.0420379638672,-42.23979568481445,282,38000,-2.1692646,0.511407196521759,1.0403642654418945,7599,0.0007,18.337459564208984
7700,134,-212.75137329101562,-42.24109649658203,286,38500,2.4714487,0.0,1.0403215885162354,7699,0.0007,31.657384872436523
7800,134,-552.6441650390625,-42.24791717529297,290,39000,2.4915526,-0.06496727466583252,1.0406193733215332,7799,0.0007,188.57058715820312
7900,134,-751.5773315429688,-42.29872512817383,294,39500,8.760246,0.013966679573059082,1.0424851179122925,7899,0.0007,343.06005859375
8000,134,-551.5906372070312,-42.257102966308594,297,40000,6.4198008,0.0,1.0410065650939941,7999,0.0007,175.86573791503906
8100,134,-156.6805419921875,-42.296051025390625,301,40500,0.06989019,0.0,1.0422371625900269,8099,0.0007,13.399096488952637
8200,134,-15.00544548034668,-42.30055618286133,305,41000,0.6256261,-2.2897377014160156,1.0427196025848389,8199,0.0007,1.4729254245758057
8300,134,26.008983612060547,-42.30760192871094,308,41500,-0.3892956,0.0,1.0431256294250488,8299,0.0007,2.6050548553466797
8400,134,-26.25336265563965,-42.301307678222656,312,42000,4.900621,0.0,1.0430265665054321,8399,0.0007,1.380300760269165
8500,134,160.988037109375,-42.30778121948242,316,42500,-1.2333455,-0.29175102710723877,1.0431184768676758,8499,0.0007,24.719335556030273
8600,134,80.53073120117188,-42.29874038696289,319,43000,-5.976134,0.0,1.0431420803070068,8599,0.0007,14.576909065246582
8700,134,168.84530639648438,-42.29509735107422,323,43500,-7.0655746,0.0,1.0430268049240112,8699,0.0007,41.11149978637695
8800,134,-410.708740234375,-42.26689147949219,327,44000,3.4930508,0.0,1.0417031049728394,8799,0.0007,92.66432189941406
8900,134,-18.478708267211914,-42.267024993896484,331,44500,1.7759478,0.0,1.0423754453659058,8899,0.0007,0.9542441368103027
9000,134,-67.57398986816406,-42.34256362915039,334,45000,-0.33742687,-1.1920928955078125e-07,1.0445871353149414,8999,0.0007,3.016979455947876
9100,134,196.24411010742188,-42.40611267089844,338,45500,3.9106202,0.0,1.047153115272522,9099,0.0007,24.988229751586914
9200,134,78.84190368652344,-42.40619659423828,342,46000,-2.0376256,-1.1920928955078125e-07,1.0469096899032593,9199,0.0007,7.025567531585693
9300,134,-5.927807807922363,-42.41081237792969,345,46500,-2.6700838,1.1920928955078125e-07,1.0472503900527954,9299,0.0007,6.860141754150391
9400,134,182.22560119628906,-42.43947219848633,349,47000,-5.392722,0.0,1.048156976699829,9399,0.0007,45.61537551879883
9500,134,282.33795166015625,-42.36028289794922,353,47500,7.4616675,0.0,1.0454049110412598,9499,0.0007,59.47301483154297
9600,134,55.951438903808594,-42.30810546875,356,48000,1.9847184,0.0,1.043320655822754,9599,0.0007,3.0632996559143066
9700,134,-88.67272186279297,-42.36167907714844,360,48500,-1.3518697,0.0,1.045433521270752,9699,0.0007,4.7617669105529785
9800,134,-135.5381317138672,-42.33909606933594,364,49000,4.4907904,0.0,1.044634222984314,9799,0.0007,13.981366157531738
9900,134,-75.80448913574219,-42.34825134277344,367,49500,3.5487022,-2.384185791015625e-07,1.0452898740768433,9899,0.0007,12.9961519241333
10000,134,135.13925170898438,-42.34382629394531,371,50000,-1.0518806,0.0,1.0448815822601318,9999,0.0007,11.387718200683594
